Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Bucket,MJS0000067128744,20,223,SCI,11.31,12.33,11.82,11.1,12.1,84.88,5.76,7.73,85.79,3.44,8.86,86.08,6.38,10.09,85.11,5.72,7.62,86.01,3.41,8.74,86.29,6.3,9.96,84.995,5.74,7.675,85.9,3.425,8.8,86.185,6.34,10.025,83.79,6.22,8.84,84.81,3.68,10.13,85.11,6.91,11.42,83.8,6.11,8.85,84.81,3.6,10.15,85.1,6.8,11.41,11.2,20,++−+,0.3,0.048,14,8.4,1,6.8,2
Bucket,MJS0000067162632,20,224,SCI,12.07,12.73,12.4,13.2,13.9,85.31,5.72,7.63,86.22,3.41,8.75,86.5,6.31,9.98,85.42,5.69,7.52,86.31,3.39,8.62,86.59,6.25,9.85,85.365,5.705,7.575,86.265,3.4,8.685,86.545,6.28,9.915,84.22,6.11,8.66,85.24,3.61,9.94,85.53,6.77,11.21,84.03,6.21,8.92,85.06,3.65,10.23,85.35,6.88,11.52,11.4,20,++−+,0.3,0.048,14,8.4,1,6.8,1.89
Bucket,MJS0000067063312,20,225,SCI,12.48,12.68,12.58,12.5,12.2,85.32,5.57,7.45,86.21,3.33,8.55,86.48,6.17,9.74,85.31,5.68,7.56,86.21,3.39,8.67,86.49,6.26,9.89,85.315,5.625,7.505,86.21,3.36,8.61,86.485,6.215,9.815,84.08,6.16,8.8,85.09,3.64,10.09,85.39,6.86,11.36,84.11,6.21,8.86,85.13,3.66,10.15,85.42,6.89,11.44,11.4,20,++−+,0.3,0.048,14,8.4,1,6.8,1.79
Bucket,MJS0000067346352,20,226,SCI,11.45,11.93,11.69,11.6,11.9,84.73,5.84,7.81,85.65,3.49,8.95,85.95,6.46,10.21,84.83,5.85,7.85,85.75,3.49,8.99,86.04,6.46,10.24,84.78,5.845,7.83,85.7,3.49,8.97,85.995,6.46,10.225,83.56,6.2,8.96,84.59,3.66,10.27,84.89,6.9,11.54,84.07,6.28,9.05,85.11,3.69,10.38,85.41,6.97,11.67,12.1,20,++−+,0.3,0.048,14,8.4,1,6.8,2.19
Bucket,MJS0000067100981,20,227,SCI,12.38,12.51,12.445,12,12.2,85.02,5.72,7.66,85.92,3.42,8.78,86.21,6.33,10.01,84.98,5.79,7.75,85.9,3.46,8.88,86.18,6.39,10.12,85,5.755,7.705,85.91,3.44,8.83,86.195,6.36,10.065,83.89,6.14,8.89,84.92,3.63,10.19,85.22,6.85,11.45,83.96,6.28,9.12,85,3.7,10.45,85.3,6.98,11.75,12.7,20,++−+,0.3,0.048,14,8.4,1,6.8,2.03
Bucket,MJS0000067162599,20,228,SCI,11.85,12.5,12.175,14.6,14.9,84.84,5.83,7.89,85.77,3.47,9.05,86.05,6.45,10.29,84.97,5.79,7.8,85.89,3.45,8.95,86.17,6.39,10.18,84.905,5.81,7.845,85.83,3.46,9,86.11,6.42,10.235,84.59,6.1,8.79,85.62,3.59,10.08,85.9,6.76,11.35,84.97,6.1,8.87,85.99,3.59,10.17,86.28,6.77,11.43,11.4,20,++−+,0.3,0.048,14,8.4,1,6.8,2.17
Kickstand,MJS0000066030463,21,229,SCI,12.08,11.53,11.805,11.12,11.26,85.69,4.42,6.21,86.41,2.55,7.11,86.63,4.94,8.07,85.82,4.3,6.09,86.54,2.48,6.98,86.75,4.81,7.91,85.755,4.36,6.15,86.475,2.515,7.045,86.69,4.875,7.99,85.47,4.51,6.54,86.23,2.58,7.49,86.44,5.05,8.47,85.35,4.55,6.43,86.11,2.62,7.36,86.33,5.09,8.34,11.6,21,0,0.25,0.04,15,7,1,6.8,0.29
Kickstand,MJS0000066040897,21,230,SCI,12.23,11.91,12.07,11.62,11.83,85.88,4.37,6.09,86.58,2.53,6.97,86.8,4.89,7.92,86.03,4.3,6.04,86.74,2.49,6.92,86.95,4.8,7.84,85.955,4.335,6.065,86.66,2.51,6.945,86.875,4.845,7.88,85.78,4.47,6.51,86.54,2.56,7.46,86.75,5.01,8.42,85.69,4.55,6.46,86.45,2.61,7.39,86.67,5.08,8.37,10.5,21,0,0.25,0.04,15,7,1,6.8,0.21
Kickstand,MJS0000066250649,21,231,SCI,12.33,12.01,12.17,11.37,11.53,86.04,4.21,5.86,86.72,2.44,6.7,86.93,4.71,7.62,86.16,4.15,5.83,86.85,2.4,6.69,87.05,4.64,7.58,86.1,4.18,5.845,86.785,2.42,6.695,86.99,4.675,7.6,85.72,4.5,6.5,86.48,2.58,7.44,86.69,5.04,8.42,85.61,4.56,6.47,86.37,2.62,7.4,86.59,5.11,8.38,12.1,21,0,0.25,0.04,15,7,1,6.8,0.34
Kickstand,MJS0000066040908,21,232,SCI,12.03,11.53,11.78,11.24,11.59,85.9,4.33,6.02,86.6,2.51,6.88,86.82,4.85,7.83,85.99,4.31,6.06,86.7,2.49,6.94,86.91,4.82,7.87,85.945,4.32,6.04,86.65,2.5,6.91,86.865,4.835,7.85,85.7,4.54,6.63,86.47,2.6,7.59,86.68,5.09,8.57,85.68,4.57,6.5,86.44,2.63,7.43,86.66,5.11,8.42,10.8,21,0,0.25,0.04,15,7,1,6.8,0.21
Kickstand,MJS0000066250658,21,233,SCI,11.81,11.51,11.66,10.9,11.42,85.92,4.26,5.88,86.6,2.48,6.73,86.82,4.77,7.66,86.07,4.18,5.91,86.77,2.42,6.77,86.97,4.67,7.67,85.995,4.22,5.895,86.685,2.45,6.75,86.895,4.72,7.665,85.6,4.56,6.59,86.37,2.61,7.55,86.58,5.1,8.54,85.58,4.61,6.53,86.35,2.65,7.47,86.57,5.15,8.47,11.3,21,0,0.25,0.04,15,7,1,6.8,0.3
Bucket,MJS0000067206877,21,234,SCI,13.18,13.48,13.33,16.3,16.8,86.16,4.37,6.07,86.88,2.55,6.96,87.1,4.9,7.91,86.27,4.43,6.01,86.98,2.58,6.88,87.2,4.91,7.86,86.215,4.4,6.04,86.93,2.565,6.92,87.15,4.905,7.885,85.5,4.58,6.66,86.27,2.65,7.62,86.5,5.16,8.59,86.06,4.78,6.94,86.86,2.75,7.95,87.09,5.36,8.96,10.8,21,0,0.25,0.04,15,7,1,6.8,0.05
Bucket,MJS0000067240960,21,235,SCI,12.97,13.2,13.085,13.7,13.8,86.19,4.3,5.97,86.89,2.51,6.84,87.11,4.82,7.77,86.29,4.38,5.98,86.99,2.55,6.85,87.21,4.88,7.8,86.24,4.34,5.975,86.94,2.53,6.845,87.16,4.85,7.785,85.12,4.67,6.73,85.9,2.71,7.71,86.14,5.26,8.7,84.79,4.83,6.91,85.58,2.79,7.92,85.82,5.42,8.94,11.1,21,0,0.25,0.04,15,7,1,6.8,0.12
Bucket,MJS0000067311261,21,236,SCI,12.76,12.66,12.71,12.4,12.9,85.97,4.44,6.11,86.69,2.59,7,86.92,4.98,7.96,86.03,4.5,6.15,86.76,2.62,7.05,86.98,5.01,8.03,86,4.47,6.13,86.725,2.605,7.025,86.95,4.995,7.995,83.98,4.83,7.1,84.78,2.8,8.12,85.04,5.49,9.12,83.34,4.8,6.98,84.13,2.77,8,84.37,5.42,9,11.9,21,0,0.25,0.04,15,7,1,6.8,0.14
Bucket,MJS0000067063034,21,237,SCI,12.31,12.94,12.625,15.1,16.3,86.16,4.45,6.17,86.89,2.58,7.07,87.11,4.96,8.04,86.26,4.38,6.04,86.98,2.54,6.92,87.19,4.87,7.87,86.21,4.415,6.105,86.935,2.56,6.995,87.15,4.915,7.955,85.79,4.62,6.63,86.56,2.67,7.61,86.79,5.17,8.58,85.45,4.62,6.77,86.22,2.66,7.76,86.45,5.2,8.73,12.3,21,0,0.25,0.04,15,7,1,6.8,0.09
Bucket,MJS0000067063047,21,238,SCI,11.91,12.47,12.19,14.4,15.4,85.85,4.42,6.05,86.56,2.58,6.93,86.79,4.95,7.89,85.95,4.38,6.04,86.66,2.55,6.92,86.88,4.89,7.86,85.9,4.4,6.045,86.61,2.565,6.925,86.835,4.92,7.875,85.17,4.69,6.75,85.96,2.72,7.73,86.19,5.27,8.73,85.05,4.66,6.83,85.82,2.69,7.83,86.05,5.26,8.8,10.3,21,0,0.25,0.04,15,7,1,6.8,0.15
Bucket,MJS0000067063014,21,239,SCI,12.07,12.5,12.285,14.6,14.9,86.08,4.44,6.11,86.8,2.58,7.01,87.03,4.96,7.98,86.17,4.38,6.02,86.88,2.54,6.89,87.09,4.87,7.85,86.125,4.41,6.065,86.84,2.56,6.95,87.06,4.915,7.915,85.3,4.66,6.65,86.08,2.69,7.62,86.31,5.21,8.61,85.3,4.7,6.85,86.09,2.7,7.85,86.32,5.28,8.84,10.7,21,0,0.25,0.04,15,7,1,6.8,0.08
Kickstand,MJS0000067310662,22,240,SCI,13.24,12.69,12.965,12.02,12.85,86.34,3.76,5.49,86.97,2.16,6.28,87.16,4.24,7.09,86.43,3.67,5.35,87.05,2.12,6.13,87.23,4.14,6.91,86.385,3.715,5.42,87.01,2.14,6.205,87.195,4.19,7,86.06,3.88,5.74,86.73,2.22,6.57,86.91,4.38,7.4,86.13,3.9,5.6,86.79,2.24,6.41,86.98,4.39,7.25,12.6,22,−−++,0.2,0.032,16,8.4,1,6.8,0.96
Kickstand,MJS0000067129854,22,241,SCI,12.99,12.85,12.92,11.93,12.82,86.35,3.76,5.47,86.98,2.17,6.26,87.17,4.24,7.07,86.55,3.64,5.42,87.18,2.09,6.21,87.35,4.11,6.98,86.45,3.7,5.445,87.08,2.13,6.235,87.26,4.175,7.025,86.05,3.9,5.79,86.72,2.23,6.63,86.9,4.41,7.47,86.13,3.91,5.63,86.78,2.25,6.45,86.98,4.41,7.29,13.8,22,−−++,0.2,0.032,16,8.4,1,6.8,0.97
Kickstand,MJS0000067129778,22,242,SCI,13,12.97,12.985,11.98,12.7,86.41,3.77,5.56,87.04,2.17,6.36,87.23,4.26,7.17,86.59,3.68,5.51,87.22,2.11,6.31,87.4,4.16,7.09,86.5,3.725,5.535,87.13,2.14,6.335,87.315,4.21,7.13,86.22,3.88,5.8,86.89,2.22,6.63,87.08,4.4,7.47,86.19,3.92,5.69,86.86,2.25,6.51,87.05,4.42,7.35,12,22,−−++,0.2,0.032,16,8.4,1,6.8,0.93
Kickstand,MJS0000067208141,22,243,SCI,14.17,13.56,13.865,13.3,13.55,86.45,3.75,5.42,87.07,2.17,6.19,87.26,4.24,7.01,86.61,3.71,5.42,87.24,2.14,6.2,87.42,4.18,7,86.53,3.73,5.42,87.155,2.155,6.195,87.34,4.21,7.005,86.25,3.94,5.92,86.93,2.26,6.77,87.11,4.46,7.62,86.25,3.98,5.78,86.93,2.29,6.61,87.12,4.49,7.47,12.1,22,−−++,0.2,0.032,16,8.4,1,6.8,0.94
Kickstand,MJS0000067162458,22,244,SCI,13.64,13.31,13.475,13.18,13.49,86.33,3.79,5.53,86.96,2.19,6.32,87.15,4.29,7.14,86.46,3.74,5.53,87.09,2.15,6.33,87.28,4.22,7.13,86.395,3.765,5.53,87.025,2.17,6.325,87.215,4.255,7.135,86.17,3.97,5.96,86.86,2.27,6.82,87.04,4.49,7.67,86.12,4,5.81,86.8,2.29,6.65,87,4.51,7.51,12.3,22,−−++,0.2,0.032,16,8.4,1,6.8,0.88
Kickstand,MJS0000067162377,22,245,SCI,13.9,13.55,13.725,12.9,13.25,86.42,3.76,5.46,87.04,2.17,6.24,87.23,4.24,7.05,86.55,3.73,5.5,87.18,2.15,6.29,87.36,4.21,7.09,86.485,3.745,5.48,87.11,2.16,6.265,87.295,4.225,7.07,86.04,3.97,5.94,86.72,2.27,6.8,86.91,4.49,7.66,86.04,4.01,5.79,86.72,2.3,6.63,86.91,4.51,7.49,11.5,22,−−++,0.2,0.032,16,8.4,1,6.8,0.91
Bucket,MJS0000067311286,22,246,SCI,12.63,12.83,12.73,15.2,15,86.54,3.56,5.11,87.13,2.05,5.85,87.32,4.05,6.62,86.64,3.59,5.12,87.23,2.07,5.86,87.42,4.06,6.64,86.59,3.575,5.115,87.18,2.06,5.855,87.37,4.055,6.63,85.67,3.8,5.62,86.3,2.18,6.44,86.51,4.34,7.23,85.82,3.88,5.76,86.46,2.22,6.59,86.67,4.43,7.41,11.1,22,−−++,0.2,0.032,16,8.4,1,6.8,1.21
Bucket,MJS0000067240245,22,247,SCI,11.5,12.07,11.785,15.6,15.3,86.44,3.67,5.2,87.04,2.12,5.95,87.23,4.16,6.75,86.63,3.63,5.13,87.23,2.09,5.87,87.41,4.1,6.66,86.535,3.65,5.165,87.135,2.105,5.91,87.32,4.13,6.705,85.86,3.84,5.47,86.49,2.21,6.27,86.7,4.34,7.09,86.25,3.96,5.75,86.9,2.26,6.58,87.1,4.5,7.43,11,22,−−++,0.2,0.032,16,8.4,1,6.8,1.12
Bucket,MJS0000067240264,22,248,SCI,11.5,12.14,11.82,14.1,15.8,86.39,3.69,5.25,86.99,2.13,6,87.19,4.19,6.81,86.58,3.61,5.14,87.17,2.08,5.88,87.36,4.09,6.66,86.485,3.65,5.195,87.08,2.105,5.94,87.275,4.14,6.735,85.87,3.9,5.68,86.51,2.25,6.49,86.72,4.46,7.32,86.06,3.88,5.69,86.7,2.22,6.51,86.9,4.41,7.34,11.1,22,−−++,0.2,0.032,16,8.4,1,6.8,1.1
Bucket,MJS0000067310095,22,249,SCI,11.46,12.07,11.765,14.8,15.6,86.11,3.66,5.29,86.71,2.11,6.05,86.9,4.16,6.84,86.29,3.63,5.2,86.88,2.09,5.94,87.07,4.11,6.73,86.2,3.645,5.245,86.795,2.1,5.995,86.985,4.135,6.785,85.82,3.8,5.35,86.45,2.18,6.14,86.65,4.27,6.95,87.14,3.88,5.59,87.78,2.21,6.4,87.97,4.37,7.23,11.3,22,−−++,0.2,0.032,16,8.4,1,6.8,1.08
Bucket,MJS0000067240380,22,250,SCI,12.29,12.57,12.43,15.5,16.4,86.32,3.62,5.32,86.92,2.08,6.08,87.12,4.15,6.86,86.43,3.65,5.3,87.03,2.1,6.06,87.22,4.16,6.84,86.375,3.635,5.31,86.975,2.09,6.07,87.17,4.155,6.85,86.17,3.76,5.59,86.8,2.16,6.39,87,4.3,7.19,86.6,3.86,5.73,87.25,2.21,6.55,87.45,4.41,7.37,12,22,−−++,0.2,0.032,16,8.4,1,6.8,1.07
Bucket,MJS0000067240352,22,251,SCI,11.57,11.87,11.72,15.5,16.1,86.2,3.7,5.3,86.8,2.14,6.06,87,4.22,6.87,86.32,3.69,5.28,86.92,2.13,6.03,87.12,4.19,6.83,86.26,3.695,5.29,86.86,2.135,6.045,87.06,4.205,6.85,85.88,3.82,5.61,86.51,2.2,6.42,86.72,4.36,7.22,85.47,3.89,5.69,86.11,2.23,6.51,86.31,4.43,7.33,12.2,22,−−++,0.2,0.032,16,8.4,1,6.8,1.02
Kickstand,MJS0000067129822,23,252,SCI,13.89,13.43,13.66,12.86,12.81,86.69,3.93,3.89,87.19,2.42,4.47,87.41,4.27,5.36,86.83,3.86,3.88,87.34,2.37,4.47,87.55,4.19,5.33,86.76,3.895,3.885,87.265,2.395,4.47,87.48,4.23,5.345,86.45,4.12,4.31,87.01,2.51,4.97,87.23,4.49,5.9,86.31,4.19,4.25,86.87,2.56,4.88,87.1,4.56,5.83,10.3,23,a000,0.2,0.04,15,7,1,6.8,2.63
Kickstand,MJS0000067129544,23,253,SCI,13.65,13.39,13.52,12.62,12.8,86.52,3.93,3.92,87.03,2.41,4.51,87.25,4.27,5.39,86.64,3.91,3.94,87.16,2.41,4.54,87.38,4.25,5.42,86.58,3.92,3.93,87.095,2.41,4.525,87.315,4.26,5.405,86.16,4.18,4.38,86.73,2.55,5.04,86.95,4.56,5.99,86.1,4.22,4.26,86.67,2.58,4.9,86.9,4.59,5.85,11.2,23,a000,0.2,0.04,15,7,1,6.8,2.57
Kickstand,MJS0000067310807,23,254,SCI,13.07,13.03,13.05,12.27,12.41,86.6,3.99,4.03,87.12,2.44,4.63,87.34,4.33,5.53,86.83,3.89,3.94,87.35,2.39,4.54,87.56,4.22,5.41,86.715,3.94,3.985,87.235,2.415,4.585,87.45,4.275,5.47,86.41,4.1,4.23,86.96,2.5,4.87,87.18,4.46,5.79,86.36,4.14,4.13,86.9,2.53,4.75,87.13,4.5,5.68,9.4,23,a000,0.2,0.04,15,7,1,6.8,2.51
Kickstand,MJS0000067310950,23,255,SCI,13.09,12.91,13,11.79,12.52,86.57,4.01,4,87.08,2.46,4.6,87.31,4.36,5.5,86.69,3.96,4.06,87.22,2.42,4.68,87.43,4.3,5.56,86.63,3.985,4.03,87.15,2.44,4.64,87.37,4.33,5.53,86.2,4.18,4.42,86.77,2.55,5.08,86.99,4.56,6.02,86.28,4.2,4.26,86.84,2.56,4.91,87.07,4.56,5.85,9.9,23,a000,0.2,0.04,15,7,1,6.8,2.47
Kickstand,MJS0000067162473,23,256,SCI,13.58,13.02,13.3,12.32,13.54,86.5,4,3.94,87.01,2.46,4.53,87.24,4.35,5.44,86.6,3.97,4.01,87.13,2.44,4.62,87.34,4.31,5.51,86.55,3.985,3.975,87.07,2.45,4.575,87.29,4.33,5.475,86.25,4.19,4.36,86.82,2.56,5.02,87.04,4.56,5.96,86.25,4.26,4.32,86.81,2.6,4.97,87.05,4.63,5.93,10.1,23,a000,0.2,0.04,15,7,1,6.8,2.55
Kickstand,MJS0000067129574,23,257,SCI,12.64,12.92,12.78,11.24,12.26,86.34,4.01,3.98,86.85,2.46,4.58,87.08,4.36,5.48,86.56,3.91,3.97,87.08,2.4,4.57,87.29,4.25,5.46,86.45,3.96,3.975,86.965,2.43,4.575,87.185,4.305,5.47,85.95,4.13,4.25,86.51,2.52,4.9,86.73,4.5,5.83,86.09,4.15,4.14,86.64,2.54,4.77,86.87,4.51,5.7,10.9,23,a000,0.2,0.04,15,7,1,6.8,2.53
Bucket,MJS0000067206911,23,258,SCI,12.48,12.74,12.61,16.4,16.6,86.41,3.94,3.87,86.91,2.43,4.45,87.14,4.32,5.34,86.41,3.93,3.88,86.91,2.42,4.46,87.14,4.29,5.34,86.41,3.935,3.875,86.91,2.425,4.455,87.14,4.305,5.34,86.48,4.05,4.32,87.03,2.47,4.98,87.26,4.44,5.87,86.56,4.14,4.49,87.12,2.51,5.17,87.35,4.56,6.08,11.8,23,a000,0.2,0.04,15,7,1,6.8,2.66
Bucket,MJS0000067207583,23,259,SCI,12.81,13.08,12.945,16.5,17.5,86.48,3.86,3.91,86.98,2.37,4.5,87.2,4.25,5.37,86.47,3.88,3.86,86.97,2.38,4.44,87.2,4.24,5.32,86.475,3.87,3.885,86.975,2.375,4.47,87.2,4.245,5.345,85.99,4.04,4.4,86.54,2.46,5.06,86.78,4.46,5.94,86.46,4.18,4.47,87.02,2.54,5.15,87.26,4.59,6.07,11.4,23,a000,0.2,0.04,15,7,1,6.8,2.6
Bucket,MJS0000067207470,23,260,SCI,12.18,12.87,12.525,16.1,17.2,86.24,3.93,4.01,86.76,2.41,4.61,86.99,4.32,5.5,86.39,3.91,3.93,86.89,2.4,4.52,87.12,4.28,5.4,86.315,3.92,3.97,86.825,2.405,4.565,87.055,4.3,5.45,86.26,4.07,4.33,86.81,2.48,4.98,87.04,4.46,5.88,87.11,4.13,4.46,87.66,2.5,5.13,87.89,4.53,6.05,11,23,a000,0.2,0.04,15,7,1,6.8,2.51
Bucket,MJS0000067207570,23,261,SCI,11.93,12.56,12.245,15.9,15.5,86.19,3.94,3.88,86.69,2.42,4.46,86.92,4.32,5.35,86.31,3.94,3.87,86.81,2.43,4.45,87.04,4.31,5.34,86.25,3.94,3.875,86.75,2.425,4.455,86.98,4.315,5.345,85.67,4.1,4.37,86.22,2.5,5.02,86.46,4.51,5.92,85.99,4.2,4.49,86.55,2.55,5.16,86.79,4.62,6.09,10.8,23,a000,0.2,0.04,15,7,1,6.8,2.67
Bucket,MJS0000067100742,23,262,SCI,12.45,12.7,12.575,16.3,16,86.39,3.89,3.88,86.89,2.39,4.46,87.12,4.28,5.34,86.47,3.9,3.82,86.96,2.4,4.39,87.19,4.27,5.28,86.43,3.895,3.85,86.925,2.395,4.425,87.155,4.275,5.31,85.8,4.14,4.43,86.36,2.52,5.1,86.6,4.56,6,85.67,4.19,4.52,86.22,2.55,5.2,86.47,4.63,6.12,11.5,23,a000,0.2,0.04,15,7,1,6.8,2.67
Bucket,MJS0000067207190,23,263,SCI,12.12,12.82,12.47,15.6,16.7,86.53,3.92,3.93,87.03,2.4,4.53,87.26,4.29,5.41,86.64,3.89,3.87,87.14,2.39,4.46,87.37,4.25,5.34,86.585,3.905,3.9,87.085,2.395,4.495,87.315,4.27,5.375,86.18,4.12,4.25,86.73,2.52,4.9,86.97,4.52,5.81,86.1,4.11,4.4,86.65,2.5,5.06,86.88,4.52,5.97,10.4,23,a000,0.2,0.04,15,7,1,6.8,2.61
Kickstand,MJS0000067242053,24,264,SCI,13.01,12.44,12.725,11.7,11.9,85.46,4.43,5.95,86.2,2.62,6.78,86.41,4.96,7.76,85.63,4.33,5.94,86.32,2.58,6.79,86.59,4.85,7.73,85.545,4.38,5.945,86.26,2.6,6.785,86.5,4.905,7.745,85.15,4.7,6.55,85.9,2.75,7.47,86.14,5.23,8.45,85.22,4.72,6.4,85.99,2.73,7.3,86.21,5.25,8.32,11.2,24,0,0.25,0.04,15,7,1,6.8,0.29
Kickstand,MJS0000067242097,24,265,SCI,12.4,12.15,12.275,11.4,11.91,85.35,4.44,6.06,86.09,2.59,6.91,86.28,4.94,7.86,85.55,4.38,6.01,86.28,2.54,6.92,86.47,4.84,7.79,85.45,4.41,6.035,86.185,2.565,6.915,86.375,4.89,7.825,85.04,4.68,6.59,85.82,2.75,7.56,86.05,5.26,8.55,85.2,4.73,6.51,85.98,2.76,7.42,86.23,5.29,8.47,11.4,24,0,0.25,0.04,15,7,1,6.8,0.3
Kickstand,MJS0000067207898,24,266,SCI,12.04,11.86,11.95,11.16,11.58,85.52,4.4,5.99,86.22,2.58,6.85,86.44,4.92,7.8,85.79,4.27,5.85,86.48,2.5,6.72,86.69,4.77,7.62,85.655,4.335,5.92,86.35,2.54,6.785,86.565,4.845,7.71,85.32,4.63,6.41,86.07,2.7,7.35,86.3,5.17,8.34,85.28,4.68,6.35,86.03,2.73,7.28,86.26,5.22,8.28,12.1,24,0,0.25,0.04,15,7,1,6.8,0.27
Kickstand,MJS0000067129801,24,267,SCI,12.88,12.24,12.56,11.69,11.92,85.58,4.31,5.81,86.26,2.54,6.65,86.48,4.82,7.58,85.65,4.29,5.87,86.34,2.52,6.73,86.56,4.8,7.64,85.615,4.3,5.84,86.3,2.53,6.69,86.52,4.81,7.61,85.19,4.69,6.57,85.96,2.73,7.53,86.19,5.25,8.53,85.14,4.74,6.45,85.91,2.76,7.4,86.14,5.28,8.4,12.7,24,0,0.25,0.04,15,7,1,6.8,0.34
Kickstand,MJS0000067129494,24,268,SCI,12.5,12.08,12.29,11.31,11.94,85.5,4.42,5.9,86.18,2.6,6.76,86.41,4.94,7.71,85.63,4.4,5.99,86.33,2.58,6.87,86.55,4.91,7.81,85.565,4.41,5.945,86.255,2.59,6.815,86.48,4.925,7.76,85.04,4.72,6.63,85.82,2.74,7.6,86.04,5.28,8.61,85.18,4.71,6.42,85.95,2.75,7.36,86.18,5.26,8.36,9.4,24,0,0.25,0.04,15,7,1,6.8,0.29
